,성별,연령,키,몸무게,학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
18282,2.0,12.0,158.0,39.0,3.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,200.0,210.0
18283,2.0,12.0,145.0,49.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,240.0,300.0
18284,2.0,12.0,151.0,47.0,4.0,3.0,2.0,7.0,2.0,4.0,2.0,1.0,40.0,120.0
18285,2.0,12.0,161.0,51.3,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,120.0
18286,2.0,13.0,160.2,48.3,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,190.0,270.0
18287,2.0,12.0,165.0,46.5,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,120.0,270.0
18288,2.0,12.0,154.8,41.5,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,90.0,220.0
18289,2.0,12.0,163.2,53.8,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,120.0
18290,2.0,13.0,150.2,44.6,3.0,3.0,2.0,8.0,2.0,4.0,1.0,1.0,80.0,130.0
18291,2.0,12.0,159.1,51.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,180.0,480.0
18292,2.0,13.0,165.7,59.0,2.0,2.0,1.0,4.0,5.0,4.0,2.0,1.0,180.0,240.0
18293,2.0,12.0,161.0,52.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,90.0,240.0
18294,2.0,13.0,157.6,56.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0
18295,2.0,12.0,155.0,47.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,50.0,120.0
18296,2.0,13.0,165.0,52.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,300.0,420.0
18297,2.0,12.0,162.0,49.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,210.0,360.0
18298,2.0,13.0,160.0,51.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,240.0,360.0
18299,2.0,13.0,157.9,68.0,3.0,3.0,2.0,7.0,2.0,3.0,2.0,1.0,90.0,150.0
18300,2.0,13.0,159.8,46.7,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,60.0,120.0
18301,2.0,14.0,158.0,45.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,220.0,280.0
18302,2.0,14.0,157.0,40.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,310.0,600.0
18303,2.0,13.0,158.0,41.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,200.0,480.0
18304,2.0,14.0,156.6,47.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,60.0,180.0
18305,2.0,14.0,162.0,42.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,180.0,360.0
18306,2.0,14.0,167.6,53.0,4.0,5.0,1.0,4.0,2.0,5.0,2.0,2.0,180.0,360.0
18307,2.0,14.0,160.0,50.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,90.0,210.0
18308,2.0,13.0,163.0,43.7,4.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,120.0,240.0
18309,2.0,13.0,156.0,45.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,360.0
18310,2.0,14.0,155.0,51.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
18311,2.0,14.0,168.0,63.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,180.0,300.0
18312,2.0,13.0,155.0,43.0,5.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,20.0,210.0
18313,2.0,14.0,159.9,70.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,1.0,0.0,60.0
18314,2.0,14.0,166.9,63.7,2.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,0.0,120.0
18315,2.0,13.0,162.0,52.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,60.0,60.0
18316,2.0,13.0,163.0,38.0,4.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0,180.0,360.0
18317,2.0,13.0,159.0,39.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,30.0
18318,2.0,14.0,168.0,51.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,10.0,120.0
18319,2.0,14.0,160.0,50.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,300.0,360.0
18320,2.0,14.0,158.0,48.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,40.0,60.0
18321,2.0,13.0,157.0,46.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,120.0,240.0
18322,2.0,14.0,156.0,53.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,120.0,180.0
18323,2.0,13.0,155.0,54.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,20.0
18324,2.0,14.0,162.0,54.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,20.0,20.0
18325,2.0,15.0,168.4,58.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,120.0,180.0
18326,2.0,14.0,158.7,44.6,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0
18327,2.0,14.0,171.0,55.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,120.0,180.0
18328,2.0,14.0,161.0,43.4,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,260.0,330.0
18329,2.0,15.0,162.0,63.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,120.0
18330,2.0,14.0,160.0,62.0,3.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,120.0,600.0
18331,2.0,15.0,168.9,60.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
18332,2.0,14.0,155.0,42.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,80.0,0.0
18333,2.0,14.0,158.0,41.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,180.0,390.0
18334,2.0,14.0,154.0,45.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,120.0,390.0
18335,2.0,15.0,172.9,80.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,90.0,0.0
18336,2.0,15.0,166.0,65.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0
18337,2.0,15.0,167.0,52.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,180.0,300.0
18338,2.0,15.0,150.0,50.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,10.0,10.0
18339,2.0,14.0,155.0,46.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,180.0,320.0
18340,2.0,15.0,163.0,45.0,3.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0
18341,2.0,15.0,171.0,83.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,30.0,30.0
18342,2.0,15.0,163.0,46.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,240.0,120.0
18343,2.0,14.0,158.0,67.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,60.0,180.0
18344,2.0,14.0,167.0,60.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
18345,2.0,15.0,162.2,66.7,5.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0
18346,2.0,15.0,159.0,67.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,120.0,240.0
18347,2.0,14.0,155.0,57.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,90.0,240.0
18348,2.0,14.0,158.9,43.8,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,50.0,30.0
18349,1.0,12.0,157.5,61.5,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,60.0,120.0
18350,1.0,12.0,153.2,43.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,60.0,90.0
18351,1.0,12.0,152.3,59.1,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,40.0,0.0
18352,1.0,13.0,168.3,73.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,420.0
18353,1.0,13.0,175.0,70.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,180.0,240.0
18354,1.0,12.0,155.0,52.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,300.0,540.0
18355,1.0,13.0,160.0,53.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,90.0,0.0
18356,2.0,13.0,158.9,44.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,200.0,300.0
18357,1.0,12.0,155.0,50.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,240.0,360.0
18358,1.0,12.0,152.0,48.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,240.0
18359,2.0,13.0,156.8,49.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,60.0
18360,1.0,12.0,169.0,68.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
18361,2.0,12.0,160.0,61.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,360.0,420.0
18362,2.0,13.0,170.0,79.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,1.0,120.0,360.0
18363,2.0,12.0,155.2,69.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,60.0,120.0
18364,1.0,13.0,152.2,56.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,180.0,60.0
18365,1.0,12.0,176.0,68.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,200.0,600.0
18366,1.0,12.0,165.5,50.6,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,90.0,450.0
18367,2.0,13.0,155.3,44.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,600.0,600.0
18368,2.0,12.0,155.6,49.8,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,250.0,130.0
18369,2.0,12.0,153.0,56.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,180.0,120.0
18370,2.0,13.0,163.7,55.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,180.0,270.0
18371,2.0,14.0,156.0,37.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,180.0,300.0
18372,2.0,14.0,165.0,54.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,120.0,60.0
18373,2.0,14.0,158.0,52.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,60.0,0.0
18374,2.0,14.0,164.0,58.0,4.0,3.0,3.0,6.0,1.0,3.0,2.0,1.0,360.0,600.0
18375,2.0,14.0,152.4,48.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0
18376,2.0,14.0,156.0,69.0,4.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,120.0,120.0
18377,1.0,13.0,174.7,54.6,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,150.0,270.0
18378,1.0,14.0,170.0,60.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,30.0,10.0
18379,2.0,13.0,155.0,51.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,240.0,390.0
18380,2.0,13.0,155.0,50.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,240.0,480.0
18381,2.0,13.0,146.9,36.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,60.0
18382,2.0,13.0,155.0,40.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,60.0,60.0
18383,1.0,14.0,180.0,65.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,10.0,20.0
18384,1.0,14.0,171.0,65.8,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,60.0,300.0
18385,2.0,13.0,157.0,50.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,120.0,180.0
18386,1.0,14.0,172.0,58.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,120.0,240.0
18387,1.0,14.0,171.0,68.0,2.0,1.0,1.0,8.0,4.0,5.0,2.0,2.0,360.0,600.0
18388,1.0,13.0,172.5,58.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,1.0,240.0,360.0
18389,1.0,13.0,170.0,69.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,120.0,270.0
18390,1.0,13.0,163.0,42.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,60.0,120.0
18391,1.0,13.0,166.0,49.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0
18392,1.0,15.0,167.0,53.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
18393,2.0,15.0,167.8,80.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,180.0,0.0
18394,2.0,15.0,168.0,80.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,180.0,300.0
18395,2.0,15.0,161.2,50.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,60.0,60.0
18396,2.0,15.0,163.0,50.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,300.0,480.0
18397,2.0,15.0,161.2,45.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,120.0,120.0
18398,1.0,15.0,175.0,65.0,2.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,120.0,180.0
18399,1.0,15.0,164.0,66.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,60.0,60.0
18400,1.0,15.0,170.0,56.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,260.0,390.0
18401,1.0,14.0,172.0,56.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,120.0,180.0
18402,2.0,14.0,156.0,41.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,60.0,0.0
18403,2.0,15.0,166.0,50.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,180.0,240.0
18404,2.0,15.0,158.0,71.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,180.0,600.0
18405,2.0,14.0,149.0,38.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,20.0,20.0
18406,2.0,15.0,171.0,67.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,120.0,0.0
18407,1.0,15.0,179.0,83.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,60.0
18408,1.0,15.0,177.9,67.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,120.0,180.0
18409,1.0,15.0,171.0,72.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
18410,1.0,15.0,171.2,61.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,120.0,60.0
18411,1.0,15.0,163.6,50.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,120.0,240.0
18412,1.0,14.0,181.0,56.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,240.0,300.0
18413,1.0,15.0,162.0,42.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0
18414,1.0,15.0,168.8,63.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,120.0,310.0
18415,2.0,13.0,153.7,67.5,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,270.0,140.0
18416,2.0,12.0,162.4,57.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,30.0,60.0
18417,2.0,12.0,155.0,45.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,180.0,360.0
18418,2.0,12.0,163.0,58.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,80.0,0.0
18419,2.0,12.0,168.0,53.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,180.0,180.0
18420,2.0,12.0,149.0,40.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,210.0,210.0
18421,1.0,12.0,167.4,47.0,1.0,2.0,3.0,8.0,3.0,5.0,1.0,1.0,0.0,480.0
18422,1.0,12.0,173.0,75.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,300.0
18423,1.0,13.0,163.0,58.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,180.0,210.0
18424,1.0,12.0,158.0,48.0,1.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,60.0,300.0
18425,2.0,13.0,154.3,43.8,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,120.0,600.0
18426,2.0,13.0,153.3,42.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,240.0,600.0
18427,2.0,13.0,153.0,40.4,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,240.0,360.0
18428,1.0,13.0,158.0,45.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,30.0,60.0
18429,1.0,13.0,163.0,50.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,60.0
18430,1.0,12.0,168.0,54.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
18431,2.0,13.0,162.7,66.5,3.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,0.0,210.0
18432,1.0,12.0,168.0,57.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,140.0,150.0
18433,1.0,12.0,145.0,39.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,30.0
18434,2.0,13.0,156.7,49.0,2.0,2.0,4.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0
18435,2.0,12.0,147.0,37.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,40.0,30.0
18436,2.0,13.0,163.0,60.2,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
18437,2.0,14.0,161.0,54.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,120.0,300.0
18438,2.0,14.0,158.0,54.0,3.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,120.0,360.0
18439,2.0,13.0,157.0,55.0,5.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,360.0,480.0
18440,1.0,13.0,170.0,48.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,60.0,120.0
18441,1.0,13.0,172.0,77.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,200.0,390.0
18442,1.0,14.0,178.0,88.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,90.0,300.0
18443,1.0,13.0,168.8,53.3,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,120.0,180.0
18444,2.0,13.0,163.0,52.9,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,210.0,300.0
18445,2.0,14.0,160.1,48.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
18446,2.0,13.0,159.0,44.0,5.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,30.0,0.0
18447,2.0,13.0,160.0,48.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0
18448,1.0,14.0,167.0,49.4,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,40.0,90.0
18449,2.0,14.0,155.0,47.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,120.0,150.0
18450,1.0,14.0,162.0,52.0,2.0,2.0,2.0,6.0,3.0,4.0,2.0,1.0,100.0,300.0
18451,2.0,14.0,165.0,67.0,3.0,2.0,2.0,8.0,2.0,4.0,1.0,1.0,60.0,120.0
18452,2.0,13.0,155.4,43.2,4.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,80.0,200.0
18453,2.0,14.0,158.0,48.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,60.0,60.0
18454,2.0,13.0,159.0,53.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,60.0
18455,1.0,14.0,173.0,56.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,60.0,0.0
18456,1.0,13.0,163.0,58.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,420.0,420.0
18457,1.0,14.0,167.0,45.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,360.0,480.0
18458,1.0,13.0,174.0,58.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,60.0,240.0
18459,1.0,14.0,170.0,52.6,3.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,300.0
18460,1.0,13.0,173.6,92.3,2.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,120.0,180.0
18461,1.0,13.0,149.6,52.2,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,60.0,240.0
18462,1.0,14.0,177.0,80.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,60.0,180.0
18463,1.0,14.0,165.0,65.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,120.0,120.0
18464,2.0,15.0,167.0,68.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,120.0,0.0
18465,1.0,15.0,173.4,62.5,5.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,180.0,600.0
18466,1.0,15.0,178.0,68.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,180.0,120.0
18467,2.0,14.0,158.0,62.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,30.0,30.0
18468,2.0,14.0,163.3,57.1,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,120.0,120.0
18469,2.0,15.0,156.0,57.2,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
18470,2.0,14.0,158.0,60.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,90.0,0.0
18471,1.0,15.0,173.0,99.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,240.0,420.0
18472,1.0,15.0,173.0,50.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,90.0,180.0
18473,1.0,14.0,167.0,58.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
18474,1.0,14.0,162.0,55.0,4.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,60.0,90.0
18475,1.0,15.0,164.0,50.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0
18476,1.0,14.0,166.0,60.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,60.0,60.0
18477,1.0,14.0,165.0,48.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,60.0,120.0
18478,2.0,14.0,163.0,56.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,180.0,360.0
18479,2.0,15.0,163.0,49.1,4.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,50.0,0.0
18480,2.0,14.0,153.0,57.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,60.0,60.0
18481,2.0,15.0,160.0,45.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0
18482,2.0,15.0,167.0,50.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,120.0,240.0
18483,2.0,14.0,162.0,45.0,3.0,2.0,1.0,7.0,3.0,3.0,2.0,1.0,60.0,120.0
18484,1.0,12.0,151.0,40.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,60.0,120.0
18485,1.0,13.0,153.2,36.8,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,180.0,330.0
18486,1.0,13.0,170.0,88.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,180.0,390.0
18487,1.0,13.0,165.0,48.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,330.0
18488,2.0,13.0,150.0,58.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,180.0,300.0
18489,2.0,12.0,151.5,55.6,4.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,60.0,60.0
18490,2.0,12.0,162.6,54.2,4.0,4.0,3.0,6.0,3.0,4.0,1.0,1.0,280.0,390.0
18491,1.0,12.0,166.9,65.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,600.0,600.0
18492,1.0,13.0,173.0,59.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,180.0,240.0
18493,1.0,13.0,159.0,44.0,3.0,2.0,3.0,8.0,2.0,3.0,1.0,1.0,60.0,180.0
18494,1.0,12.0,164.0,54.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,60.0,180.0
18495,2.0,13.0,159.0,42.5,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,160.0,220.0
18496,2.0,13.0,164.0,55.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,540.0,540.0
18497,2.0,12.0,157.0,48.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,30.0,0.0
18498,2.0,13.0,158.7,57.7,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,180.0,300.0
18499,2.0,13.0,158.0,41.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,180.0,240.0
18500,1.0,13.0,165.0,75.0,3.0,3.0,1.0,6.0,4.0,1.0,1.0,1.0,600.0,600.0
18501,1.0,13.0,168.0,60.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,160.0,270.0
18502,1.0,12.0,175.5,69.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,130.0,0.0
18503,1.0,12.0,155.0,50.0,3.0,3.0,1.0,7.0,4.0,2.0,1.0,1.0,70.0,90.0
18504,2.0,13.0,165.0,67.0,3.0,4.0,1.0,6.0,4.0,1.0,1.0,1.0,60.0,50.0
18505,1.0,14.0,159.0,42.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
18506,1.0,14.0,170.0,54.0,2.0,1.0,4.0,8.0,3.0,1.0,1.0,1.0,0.0,180.0
18507,2.0,13.0,170.0,50.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,600.0,600.0
18508,2.0,13.0,154.3,54.7,4.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,120.0,300.0
18509,2.0,14.0,160.5,46.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,30.0,20.0
18510,2.0,14.0,150.4,40.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,40.0,60.0
18511,2.0,13.0,166.2,55.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,280.0,350.0
18512,2.0,14.0,165.4,45.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,510.0,600.0
18513,2.0,13.0,153.7,46.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,180.0,300.0
18514,1.0,13.0,166.0,56.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,60.0,180.0
18515,1.0,13.0,168.0,51.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,240.0,420.0
18516,1.0,14.0,180.0,68.0,4.0,2.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0
